Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T18:42:00.0894319Z,4.6,69.1,3.9,34
2026-04-05T18:42:01.1051220Z,2.5,72.9,4.5,34
2026-04-05T18:42:02.1170167Z,6.4,74.6,5.5,34
2026-04-05T18:42:03.1318408Z,8.1,76.3,6.2,34
2026-04-05T18:42:04.1518007Z,3.3,77.2,6.8,34
2026-04-05T18:42:05.1629977Z,1.9,78.6,8.0,34
2026-04-05T18:42:06.1796558Z,0.8,79.3,8.6,34
2026-04-05T18:42:07.1914336Z,4.8,77.5,9.5,34
2026-04-05T18:42:08.2144753Z,0.0,77.7,10.2,34
2026-04-05T18:42:09.2278056Z,0.0,78.3,10.8,34
2026-04-05T18:42:10.2457563Z,1.3,79.5,11.9,34
2026-04-05T18:42:11.2684182Z,1.0,78.4,12.5,34
2026-04-05T18:42:12.2847177Z,2.5,79.4,13.4,34
2026-04-05T18:42:13.2937089Z,0.0,80.0,14.0,34
2026-04-05T18:42:14.3140288Z,0.0,80.5,14.5,34
2026-04-05T18:42:15.3394594Z,0.8,81.8,15.8,34
2026-04-05T18:42:16.3569295Z,0.2,82.4,16.5,34
2026-04-05T18:42:17.3676373Z,0.2,83.3,17.6,34
2026-04-05T18:42:18.3843286Z,6.7,83.9,18.2,34
2026-04-05T18:42:19.3962340Z,1.0,84.6,18.8,33
2026-04-05T18:42:20.4103769Z,0.6,85.4,19.9,33
2026-04-05T18:42:21.4250708Z,1.7,85.9,20.5,33
2026-04-05T18:42:22.4357573Z,0.4,87.0,21.4,34
2026-04-05T18:42:23.4442303Z,2.1,88.0,22.0,34
2026-04-05T18:42:24.4613582Z,1.2,88.6,22.6,34
2026-04-05T18:42:25.4772408Z,6.3,90.1,23.6,34
2026-04-05T18:42:26.5012403Z,1.7,90.8,24.4,34
2026-04-05T18:42:27.5160236Z,0.2,92.4,25.4,34
2026-04-05T18:42:28.5310808Z,0.2,93.1,26.1,34
2026-04-05T18:42:29.5439502Z,0.2,93.1,26.7,34
2026-04-05T18:42:30.5564980Z,0.4,94.2,27.6,34
2026-04-05T18:42:31.5800484Z,0.4,94.8,28.2,34
2026-04-05T18:42:32.5931607Z,0.4,95.9,29.2,34
