Timestamp,DispatchMs
2026-04-05T17:32:50.1944755Z,0.593
2026-04-05T17:32:50.1986909Z,0.049
2026-04-05T17:32:50.2042056Z,0.009
2026-04-05T17:32:50.2108764Z,0.010
2026-04-05T17:32:50.2191270Z,0.011
2026-04-05T17:32:50.2202478Z,0.007
2026-04-05T17:32:50.2211077Z,0.006
2026-04-05T17:32:50.2211694Z,0.001
2026-04-05T17:32:50.2212446Z,0.001
2026-04-05T17:32:50.2212714Z,0.001
2026-04-05T17:32:50.2213022Z,0.001
2026-04-05T17:32:50.2296750Z,0.009
2026-04-05T17:32:50.2297974Z,0.001
2026-04-05T17:32:50.2298782Z,0.001
2026-04-05T17:32:50.2299281Z,0.001
2026-04-05T17:32:50.2299557Z,0.001
2026-04-05T17:32:50.2309507Z,0.009
2026-04-05T17:32:50.2310277Z,0.002
2026-04-05T17:32:50.2311823Z,0.002
2026-04-05T17:32:50.2312130Z,0.001
2026-04-05T17:32:50.2312497Z,0.001
2026-04-05T17:32:50.2312759Z,0.001
2026-04-05T17:32:50.2313162Z,0.001
2026-04-05T17:32:50.2314016Z,0.002
2026-04-05T17:32:50.2314756Z,0.003
2026-04-05T17:32:50.2315092Z,0.001
2026-04-05T17:32:50.2315636Z,0.002
2026-04-05T17:32:50.2316315Z,0.001
2026-04-05T17:32:50.2317364Z,0.004
2026-04-05T17:32:50.2318576Z,0.011
2026-04-05T17:32:50.2320422Z,0.004
2026-04-05T17:32:50.2321869Z,0.003
2026-04-05T17:32:50.2322360Z,0.002
2026-04-05T17:32:52.5902802Z,0.015
2026-04-05T17:32:52.5907284Z,0.003
2026-04-05T17:32:52.5919846Z,0.011
2026-04-05T17:32:52.6063596Z,0.012
2026-04-05T17:32:52.6069513Z,0.003
2026-04-05T17:32:52.6070122Z,0.001
2026-04-05T17:32:52.6070843Z,0.001
2026-04-05T17:32:52.6071241Z,0.001
2026-04-05T17:32:52.6071947Z,0.002
2026-04-05T17:32:52.6072741Z,0.001
2026-04-05T17:32:52.6073888Z,0.001
2026-04-05T17:32:52.6074159Z,0.001
2026-04-05T17:32:52.6074402Z,0.001
2026-04-05T17:32:52.6075199Z,0.001
2026-04-05T17:32:52.6076383Z,0.004
2026-04-05T17:32:52.6077342Z,0.001
2026-04-05T17:32:52.6078128Z,0.001
2026-04-05T17:32:52.6078673Z,0.001
2026-04-05T17:32:52.6079436Z,0.001
2026-04-05T17:32:52.6080125Z,0.001
2026-04-05T17:32:52.6081228Z,0.001
2026-04-05T17:32:52.6081994Z,0.005
2026-04-05T17:32:52.6083149Z,0.002
2026-04-05T17:32:52.6084071Z,0.002
2026-04-05T17:32:52.6084601Z,0.001
2026-04-05T17:32:52.6084906Z,0.001
2026-04-05T17:32:52.6085518Z,0.001
2026-04-05T17:32:52.6086046Z,0.002
2026-04-05T17:32:52.6086418Z,0.006
2026-04-05T17:32:52.6087003Z,0.002
2026-04-05T17:32:52.6087644Z,0.002
2026-04-05T17:32:52.6088168Z,0.001
2026-04-05T17:32:52.6088626Z,0.001
2026-04-05T17:32:52.6089209Z,0.001
2026-04-05T17:32:52.6089535Z,0.001
2026-04-05T17:32:52.6090177Z,0.006
2026-04-05T17:32:52.6090401Z,0.001
2026-04-05T17:32:52.6091793Z,0.002
2026-04-05T17:32:55.1410122Z,0.063
2026-04-05T17:32:55.1412903Z,0.023
2026-04-05T17:32:55.1415526Z,0.003
2026-04-05T17:32:55.1417235Z,0.002
2026-04-05T17:32:55.1423468Z,0.005
2026-04-05T17:32:55.1424652Z,0.002
2026-04-05T17:32:55.1424926Z,0.001
2026-04-05T17:32:55.1425152Z,0.001
2026-04-05T17:32:55.1425369Z,0.002
2026-04-05T17:32:55.1425649Z,0.002
2026-04-05T17:32:55.1425956Z,0.001
2026-04-05T17:32:55.1426198Z,0.001
2026-04-05T17:32:55.1426450Z,0.001
2026-04-05T17:32:55.1426671Z,0.001
2026-04-05T17:32:55.1426896Z,0.001
2026-04-05T17:32:55.1430234Z,0.006
2026-04-05T17:32:55.1431414Z,0.002
2026-04-05T17:32:55.1432305Z,0.001
2026-04-05T17:32:55.1432588Z,0.001
2026-04-05T17:32:55.1432888Z,0.001
2026-04-05T17:32:55.1433118Z,0.001
2026-04-05T17:32:55.1433427Z,0.002
2026-04-05T17:32:55.1670516Z,0.002
2026-04-05T17:32:55.1671836Z,0.001
2026-04-05T17:32:55.1672806Z,0.001
2026-04-05T17:32:55.1674767Z,0.001
