Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T18:24:14.8793148Z,5.1,70.3,3.9,35
2026-04-05T18:24:15.8921374Z,3.9,71.7,4.5,35
2026-04-05T18:24:16.9262043Z,4.5,74.2,5.1,35
2026-04-05T18:24:17.9290412Z,7.8,76.2,6.2,35
2026-04-05T18:24:18.9411750Z,4.2,76.9,6.9,35
2026-04-05T18:24:19.9565115Z,1.3,78.2,8.1,35
2026-04-05T18:24:20.9736149Z,0.2,78.9,8.7,35
2026-04-05T18:24:21.9869779Z,0.6,77.2,9.4,35
2026-04-05T18:24:23.0115720Z,0.4,78.2,10.3,35
2026-04-05T18:24:24.0236001Z,0.4,78.8,10.9,35
2026-04-05T18:24:25.0371212Z,3.3,79.7,11.8,35
2026-04-05T18:24:26.0503339Z,0.6,77.9,12.5,35
2026-04-05T18:24:27.0651119Z,1.0,78.7,13.1,35
2026-04-05T18:24:28.0880226Z,0.4,79.7,14.1,35
2026-04-05T18:24:29.1030870Z,0.0,80.4,14.8,35
2026-04-05T18:24:30.1163367Z,1.5,81.5,15.8,35
2026-04-05T18:24:31.1409950Z,0.6,82.0,16.4,35
2026-04-05T18:24:32.1575872Z,0.0,82.8,17.4,35
2026-04-05T18:24:33.1730008Z,0.0,83.4,18.0,35
2026-04-05T18:24:34.1819441Z,0.0,84.5,18.6,35
2026-04-05T18:24:35.2029639Z,0.8,84.9,19.7,35
2026-04-05T18:24:36.2143581Z,0.4,85.5,20.3,35
2026-04-05T18:24:37.2279218Z,0.4,87.2,21.2,35
2026-04-05T18:24:38.2427457Z,0.4,87.8,21.8,35
2026-04-05T18:24:39.2590362Z,4.4,88.4,22.4,35
2026-04-05T18:24:40.2714002Z,0.2,89.3,23.3,35
2026-04-05T18:24:41.2869376Z,1.5,89.9,23.9,35
2026-04-05T18:24:42.3013200Z,2.7,90.7,24.9,35
2026-04-05T18:24:43.3154353Z,1.5,91.4,25.6,35
2026-04-05T18:24:44.3303883Z,0.6,92.1,26.1,35
2026-04-05T18:24:45.3445125Z,0.4,93.0,27.0,35
2026-04-05T18:24:46.3672121Z,0.8,93.7,27.6,35
2026-04-05T18:24:47.3851620Z,0.6,94.7,28.7,35
2026-04-05T18:24:48.4026962Z,0.0,95.3,29.4,35
2026-04-05T18:24:49.4145525Z,4.8,96.0,30.2,35
2026-04-05T18:24:50.4330922Z,1.3,97.0,31.2,35
2026-04-05T18:24:51.4464067Z,1.5,97.7,31.8,35
2026-04-05T18:24:52.4597552Z,2.9,98.4,32.9,35
2026-04-05T18:24:53.4770196Z,0.0,99.1,33.5,35
