Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T17:55:40.6069863Z,4.8,69.6,3.4,36
2026-04-05T17:55:41.6218561Z,2.9,73.0,4.6,36
2026-04-05T17:55:42.6320785Z,7.3,75.1,5.2,36
2026-04-05T17:55:43.6416192Z,5.0,76.4,6.3,36
2026-04-05T17:55:44.6509828Z,0.4,77.2,6.9,36
2026-04-05T17:55:45.6638353Z,2.1,78.5,8.2,36
2026-04-05T17:55:46.6757414Z,2.9,79.2,8.9,36
2026-04-05T17:55:47.6869346Z,0.2,77.0,9.5,36
2026-04-05T17:55:48.7091502Z,0.6,78.2,10.6,36
2026-04-05T17:55:49.7160744Z,0.0,78.7,11.3,36
2026-04-05T17:55:50.7337708Z,1.0,80.1,12.4,36
2026-04-05T17:55:51.7472279Z,0.2,78.3,13.1,36
2026-04-05T17:55:52.7607873Z,0.0,78.7,13.7,36
2026-04-05T17:55:53.7809850Z,0.6,79.8,14.6,36
2026-04-05T17:55:54.7937164Z,0.0,80.4,15.2,36
2026-04-05T17:55:55.8144448Z,0.2,81.4,16.2,36
2026-04-05T17:55:56.8366936Z,1.1,82.1,16.9,36
2026-04-05T17:55:57.8453037Z,2.3,82.7,17.4,36
2026-04-05T17:55:58.8599621Z,0.2,83.8,18.5,36
2026-04-05T17:55:59.8806906Z,1.1,84.4,19.2,35
2026-04-05T17:56:00.8991358Z,0.6,86.3,20.3,35
2026-04-05T17:56:01.9117936Z,2.1,86.6,20.9,35
2026-04-05T17:56:02.9239948Z,0.0,87.2,21.5,35
2026-04-05T17:56:03.9406860Z,0.8,88.1,22.4,35
2026-04-05T17:56:04.9510551Z,0.0,88.7,23.0,35
2026-04-05T17:56:05.9651095Z,0.2,89.6,23.9,35
2026-04-05T17:56:06.9804363Z,0.0,90.2,24.5,35
2026-04-05T17:56:08.0014297Z,0.0,90.2,25.0,34
2026-04-05T17:56:09.0103995Z,0.2,91.1,26.0,34
2026-04-05T17:56:10.0165867Z,2.5,91.8,26.5,34
2026-04-05T17:56:11.0251968Z,0.6,92.8,27.4,35
2026-04-05T17:56:12.0365395Z,5.0,93.7,28.0,35
2026-04-05T17:56:13.0587539Z,0.0,94.3,28.7,35
2026-04-05T17:56:14.0707092Z,0.2,95.4,29.7,36
2026-04-05T17:56:15.0827503Z,4.6,96.1,30.4,36
2026-04-05T17:56:16.0962314Z,0.2,96.9,31.2,36
2026-04-05T17:56:17.1104070Z,0.0,97.5,31.8,36
2026-04-05T17:56:18.1186739Z,0.0,98.1,32.4,36
2026-04-05T17:56:19.1287094Z,3.3,99.1,33.4,36
2026-04-05T17:56:20.1451736Z,0.4,99.2,34.0,36
2026-04-05T17:56:21.1520552Z,0.2,100.2,35.0,36
2026-04-05T17:56:22.1651629Z,0.6,101.0,35.8,36
2026-04-05T17:56:23.1761889Z,1.9,101.7,36.5,36
2026-04-05T17:56:24.1852927Z,0.4,105.2,37.6,36
2026-04-05T17:56:25.2028518Z,0.0,105.1,38.1,36
2026-04-05T17:56:26.2250433Z,1.1,106.3,39.3,36
2026-04-05T17:56:27.2377986Z,1.0,106.3,39.9,36
2026-04-05T17:56:28.2472296Z,0.0,106.3,40.5,36
2026-04-05T17:56:29.2609331Z,0.0,106.3,41.4,36
2026-04-05T17:56:30.2652027Z,0.0,106.3,42.0,36
2026-04-05T17:56:31.2841672Z,0.4,106.3,43.1,36
2026-04-05T17:56:32.2981634Z,0.0,105.2,43.7,36
2026-04-05T17:56:33.3078745Z,0.2,105.2,44.2,34
2026-04-05T17:56:34.3185668Z,1.9,105.2,45.3,33
2026-04-05T17:56:35.3387933Z,1.5,105.0,46.0,33
2026-04-05T17:56:36.3602362Z,1.9,105.0,46.9,33
2026-04-05T17:56:37.3736676Z,0.0,105.1,47.5,34
2026-04-05T17:56:38.3849531Z,0.0,105.1,48.0,34
