Timestamp,Gen0Collections,Gen1Collections,Gen2Collections,SuspectedPauseMs
2026-04-05T18:10:23.0987407Z,0,0,0,5.31
2026-04-05T18:10:23.1301589Z,0,0,0,10.39
2026-04-05T18:10:23.1456595Z,0,0,0,5.29
2026-04-05T18:10:23.1617338Z,0,0,0,5.92
2026-04-05T18:10:23.1775544Z,0,0,0,5.62
2026-04-05T18:10:23.1935585Z,0,0,0,5.88
2026-04-05T18:10:23.2093030Z,0,0,0,5.62
2026-04-05T18:10:23.2248873Z,0,0,0,5.40
2026-04-05T18:10:23.2405906Z,0,0,0,5.52
2026-04-05T18:10:23.2713330Z,0,0,0,5.62
2026-04-05T18:10:23.3017214Z,0,0,0,5.23
2026-04-05T18:10:23.3169835Z,0,0,0,5.09
2026-04-05T18:10:23.3476025Z,0,0,0,5.61
2026-04-05T18:10:23.3789626Z,0,0,0,5.49
2026-04-05T18:10:23.3947354Z,0,0,0,5.54
2026-04-05T18:10:23.4103501Z,0,0,0,5.49
2026-04-05T18:10:23.4412466Z,0,0,0,5.97
2026-04-05T18:10:23.4572544Z,0,0,0,5.88
2026-04-05T18:10:23.4817868Z,0,0,0,14.38
2026-04-05T18:10:23.4980749Z,0,0,0,6.07
2026-04-05T18:10:23.5134223Z,0,0,0,5.19
2026-04-05T18:10:23.5286296Z,0,0,0,5.08
2026-04-05T18:10:23.5593745Z,0,0,0,5.85
2026-04-05T18:10:23.5753021Z,0,0,0,5.70
2026-04-05T18:10:23.6057678Z,0,0,0,5.40
2026-04-05T18:10:23.6362445Z,0,0,0,5.43
2026-04-05T18:10:23.6521241Z,0,0,0,5.76
2026-04-05T18:10:23.6681952Z,0,0,0,5.92
2026-04-05T18:10:23.6840398Z,0,0,0,5.70
2026-04-05T18:10:23.6994175Z,0,0,0,5.22
2026-04-05T18:10:23.7153945Z,0,0,0,5.81
2026-04-05T18:10:23.7309024Z,0,0,0,5.27
2026-04-05T18:10:23.7471402Z,0,0,0,6.01
2026-04-05T18:10:23.7626530Z,0,0,0,5.28
2026-04-05T18:10:23.7782148Z,0,0,0,5.31
2026-04-05T18:10:23.7937607Z,0,0,0,5.35
2026-04-05T18:10:23.8091301Z,0,0,0,5.12
2026-04-05T18:10:23.8246189Z,0,0,0,5.25
2026-04-05T18:10:23.8404531Z,0,0,0,5.47
2026-04-05T18:10:23.8564862Z,0,0,0,5.65
2026-04-05T18:10:23.8872168Z,0,0,0,5.79
2026-04-05T18:10:23.9026167Z,0,0,0,5.13
2026-04-05T18:10:23.9181770Z,0,0,0,5.27
2026-04-05T18:10:23.9340987Z,0,0,0,5.63
2026-04-05T18:10:23.9508640Z,0,0,0,6.50
2026-04-05T18:10:23.9807624Z,0,0,0,5.24
2026-04-05T18:10:23.9963148Z,0,0,0,5.28
2026-04-05T18:10:24.0122941Z,0,0,0,5.75
2026-04-05T18:10:24.0431335Z,0,0,0,5.94
2026-04-05T18:10:24.0589809Z,0,0,0,5.55
2026-04-05T18:10:24.0902996Z,0,0,0,5.65
2026-04-05T18:10:24.1056613Z,0,0,0,5.18
2026-04-05T18:10:24.1216314Z,0,0,0,5.81
2026-04-05T18:10:24.1371319Z,0,0,0,5.30
2026-04-05T18:10:24.1523997Z,0,0,0,5.07
2026-04-05T18:10:24.1681186Z,0,0,0,5.55
2026-04-05T18:10:24.1836142Z,0,0,0,5.35
2026-04-05T18:10:24.1997415Z,0,0,0,6.01
2026-04-05T18:10:24.2152009Z,0,0,0,5.32
2026-04-05T18:10:24.2307203Z,0,0,0,5.36
2026-04-05T18:10:24.2459057Z,0,0,0,5.00
2026-04-05T18:10:24.2775969Z,0,0,0,5.90
2026-04-05T18:10:24.2933672Z,0,0,0,5.49
2026-04-05T18:10:24.3246696Z,0,0,0,5.95
2026-04-05T18:10:24.3407512Z,0,0,0,5.95
2026-04-05T18:10:24.3569341Z,0,0,0,6.04
2026-04-05T18:10:24.3728409Z,0,0,0,5.72
2026-04-05T18:10:24.3880017Z,0,0,0,5.02
2026-04-05T18:10:24.4035277Z,0,0,0,5.42
2026-04-05T18:10:24.4191330Z,0,0,0,5.52
2026-04-05T18:10:24.4349258Z,0,0,0,5.65
2026-04-05T18:10:24.4510279Z,0,0,0,5.85
2026-04-05T18:10:24.4668057Z,0,0,0,5.57
2026-04-05T18:10:24.4947764Z,0,0,0,5.41
2026-04-05T18:10:24.5107109Z,0,0,0,5.80
2026-04-05T18:10:24.5267475Z,0,0,0,5.90
2026-04-05T18:10:24.5425838Z,0,0,0,5.63
2026-04-05T18:10:24.5736396Z,0,0,0,5.95
2026-04-05T18:10:24.5890772Z,0,0,0,5.28
2026-04-05T18:10:24.6048240Z,0,0,0,5.61
2026-04-05T18:10:24.6358762Z,0,0,0,5.97
2026-04-05T18:10:24.6512977Z,0,0,0,5.26
2026-04-05T18:10:24.6670763Z,0,0,0,5.64
2026-04-05T18:10:24.6850857Z,0,0,0,7.74
2026-04-05T18:10:24.7143614Z,0,0,0,5.55
2026-04-05T18:10:24.7301342Z,0,0,0,5.51
