Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T18:17:33.3307220Z,5.0,70.3,3.6,35
2026-04-05T18:17:34.3444766Z,3.3,72.4,4.1,35
2026-04-05T18:17:35.3586680Z,5.0,74.0,4.5,35
2026-04-05T18:17:36.3752664Z,4.0,75.2,5.2,35
2026-04-05T18:17:37.3807707Z,0.6,75.7,5.7,35
2026-04-05T18:17:38.3934988Z,1.2,76.6,6.6,35
2026-04-05T18:17:39.3998461Z,0.2,77.1,7.0,35
2026-04-05T18:17:40.4101244Z,1.0,75.1,7.5,35
2026-04-05T18:17:41.4251831Z,1.5,76.8,9.2,35
2026-04-05T18:17:42.4393218Z,0.0,78.1,10.4,35
2026-04-05T18:17:43.4531698Z,0.8,78.6,11.5,35
2026-04-05T18:17:44.4705994Z,0.0,77.2,12.0,35
2026-04-05T18:17:45.4851000Z,0.0,77.7,12.5,35
2026-04-05T18:17:46.4975583Z,0.6,78.5,13.2,35
2026-04-05T18:17:47.5169831Z,0.2,78.9,13.7,35
2026-04-05T18:17:48.5295225Z,0.4,79.9,14.6,35
2026-04-05T18:17:49.5375096Z,0.2,80.4,15.0,35
2026-04-05T18:17:50.5598162Z,0.2,81.1,15.7,35
2026-04-05T18:17:51.5783985Z,0.4,82.8,17.3,35
2026-04-05T18:17:52.5903228Z,0.0,83.3,18.2,34
2026-04-05T18:17:53.5998553Z,1.0,84.1,19.0,34
2026-04-05T18:17:54.6179541Z,1.9,84.6,19.5,34
2026-04-05T18:17:55.6346247Z,2.5,85.1,20.0,34
2026-04-05T18:17:56.6462385Z,2.3,86.7,20.8,34
2026-04-05T18:17:57.6603636Z,0.4,87.2,21.3,34
2026-04-05T18:17:58.6761509Z,0.8,88.0,22.2,34
2026-04-05T18:17:59.6886896Z,1.0,88.5,22.6,34
2026-04-05T18:18:00.7013638Z,0.0,89.2,23.4,34
2026-04-05T18:18:01.7166381Z,0.2,90.6,25.0,35
2026-04-05T18:18:02.7332628Z,0.4,91.5,25.8,35
2026-04-05T18:18:03.7436877Z,0.6,92.4,26.6,35
2026-04-05T18:18:04.7529979Z,2.7,92.9,27.0,35
2026-04-05T18:18:05.7654778Z,0.6,93.2,27.4,35
2026-04-05T18:18:06.7754557Z,1.7,94.0,28.2,35
2026-04-05T18:18:07.7903683Z,3.7,94.5,28.7,35
2026-04-05T18:18:08.8023577Z,3.9,95.3,29.5,35
2026-04-05T18:18:09.8095164Z,0.0,95.3,29.9,35
2026-04-05T18:18:10.8275286Z,1.7,96.2,30.8,35
2026-04-05T18:18:11.8400954Z,0.2,97.8,32.3,35
2026-04-05T18:18:12.8548275Z,0.4,98.6,33.1,35
2026-04-05T18:18:13.8774701Z,0.2,99.5,34.0,35
2026-04-05T18:18:14.8920225Z,0.0,99.6,34.4,35
2026-04-05T18:18:15.9049101Z,0.2,100.0,34.8,35
2026-04-05T18:18:16.9173746Z,0.0,100.8,35.6,35
2026-04-05T18:18:17.9292701Z,0.2,101.2,36.0,34
2026-04-05T18:18:18.9406824Z,1.7,103.1,36.8,35
2026-04-05T18:18:19.9548992Z,0.0,103.6,37.3,35
2026-04-05T18:18:20.9733760Z,1.2,107.4,38.2,35
2026-04-05T18:18:21.9848437Z,0.2,107.4,39.6,35
2026-04-05T18:18:22.9997339Z,0.2,107.4,40.2,35
2026-04-05T18:18:24.0105498Z,0.2,106.4,41.2,35
2026-04-05T18:18:25.0212844Z,1.7,106.3,41.7,35
2026-04-05T18:18:26.0342519Z,1.0,106.3,42.1,35
2026-04-05T18:18:27.0447797Z,0.2,106.3,43.0,35
2026-04-05T18:18:28.0678629Z,0.4,106.3,43.5,35
2026-04-05T18:18:29.0809352Z,0.0,106.2,44.4,34
2026-04-05T18:18:30.0963238Z,0.0,106.2,44.8,34
2026-04-05T18:18:31.1199465Z,0.0,106.2,45.3,34
