Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T17:32:49.1989928Z,2.6,61.2,2.4,34
2026-04-05T17:32:50.2167863Z,2.7,68.8,3.2,34
2026-04-05T17:32:51.2288113Z,2.3,71.2,3.4,34
2026-04-05T17:32:52.2422594Z,1.0,71.2,3.5,34
2026-04-05T17:32:53.2532950Z,1.4,72.4,4.1,34
2026-04-05T17:32:54.2669659Z,0.0,72.5,4.1,34
2026-04-05T17:32:55.2815950Z,0.6,73.3,4.9,34
2026-04-05T17:32:56.2924599Z,1.5,73.9,5.0,34
2026-04-05T17:32:57.3114060Z,0.0,73.9,5.0,34
2026-04-05T17:32:58.3221945Z,0.2,74.6,5.7,34
2026-04-05T17:32:59.3332159Z,1.4,74.7,5.8,34
2026-04-05T17:33:00.3415176Z,0.8,70.5,6.3,34
2026-04-05T17:33:01.3549023Z,0.0,70.5,6.4,34
2026-04-05T17:33:02.3689904Z,0.0,70.4,6.4,34
2026-04-05T17:33:03.3813774Z,1.9,71.6,7.0,34
2026-04-05T17:33:04.4026801Z,0.4,71.7,7.1,34
2026-04-05T17:33:05.4180216Z,0.2,72.3,7.8,34
2026-04-05T17:33:06.4318681Z,0.0,72.4,7.9,34
2026-04-05T17:33:07.4439846Z,0.2,72.4,7.9,34
2026-04-05T17:33:08.4658375Z,0.0,73.1,8.5,33
2026-04-05T17:33:09.4760839Z,0.4,73.2,8.5,33
2026-04-05T17:33:10.4892433Z,0.6,73.6,9.1,33
2026-04-05T17:33:11.4969417Z,0.0,73.7,9.1,33
2026-04-05T17:33:12.5005750Z,0.0,73.3,9.2,33
2026-04-05T17:33:13.5187520Z,0.0,74.5,9.7,33
2026-04-05T17:33:14.5341577Z,0.0,74.6,9.7,33
2026-04-05T17:33:15.5446880Z,0.2,75.0,10.2,33
2026-04-05T17:33:16.5587147Z,0.0,75.1,10.3,33
2026-04-05T17:33:17.5652377Z,0.8,75.2,10.3,33
2026-04-05T17:33:18.5786845Z,1.0,76.9,10.7,33
2026-04-05T17:33:19.5893378Z,0.2,77.1,10.8,33
2026-04-05T17:33:20.6109906Z,0.2,77.4,11.0,33
2026-04-05T17:33:21.6276633Z,0.0,77.8,11.3,33
2026-04-05T17:33:22.6391353Z,0.0,77.9,11.4,33
2026-04-05T17:33:23.6537263Z,0.4,78.4,11.9,33
2026-04-05T17:33:24.6680273Z,0.0,76.6,11.9,33
2026-04-05T17:33:25.6792872Z,3.3,76.6,12.0,33
2026-04-05T17:33:26.6903487Z,0.4,77.6,12.5,33
2026-04-05T17:33:27.7036707Z,0.0,77.4,12.6,33
2026-04-05T17:33:28.7144991Z,0.4,78.2,13.1,33
2026-04-05T17:33:29.7268429Z,1.2,78.2,13.1,33
2026-04-05T17:33:30.7631056Z,1.5,78.3,13.2,33
2026-04-05T17:33:31.7678902Z,0.0,78.9,13.8,33
2026-04-05T17:33:32.7802696Z,0.0,79.0,13.8,33
2026-04-05T17:33:33.7908182Z,0.8,80.8,14.3,33
2026-04-05T17:33:34.8001460Z,1.9,80.9,14.4,33
2026-04-05T17:33:35.8126627Z,0.2,80.9,14.5,33
2026-04-05T17:33:36.8281610Z,0.2,81.2,14.8,33
2026-04-05T17:33:37.8386151Z,0.0,81.3,14.8,33
2026-04-05T17:33:38.8482554Z,0.0,81.7,15.3,32
2026-04-05T17:33:39.8610313Z,0.0,81.8,15.4,33
2026-04-05T17:33:40.8759281Z,0.0,80.7,15.4,33
2026-04-05T17:33:41.8898039Z,0.0,81.1,15.8,33
2026-04-05T17:33:42.9041787Z,0.2,80.9,15.9,33
2026-04-05T17:33:43.9129605Z,0.4,80.8,16.3,32
2026-04-05T17:33:44.9239769Z,2.7,80.6,16.4,32
