Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T18:00:29.7258738Z,9.9,70.8,4.5,35
2026-04-05T18:00:30.7381274Z,4.4,73.4,5.7,35
2026-04-05T18:00:31.7563919Z,5.6,76.8,6.9,35
2026-04-05T18:00:32.7664765Z,4.6,78.9,8.6,35
2026-04-05T18:00:33.7797160Z,1.7,80.2,9.8,35
2026-04-05T18:00:34.7931011Z,0.2,81.9,11.5,35
2026-04-05T18:00:35.8074850Z,0.0,83.1,12.6,35
2026-04-05T18:00:36.8219246Z,2.5,79.6,13.9,35
2026-04-05T18:00:37.8343156Z,6.4,81.1,15.7,35
2026-04-05T18:00:38.8459220Z,0.0,82.3,17.0,35
2026-04-05T18:00:39.8575580Z,0.8,84.4,18.8,35
2026-04-05T18:00:40.8697884Z,2.3,85.7,20.1,35
2026-04-05T18:00:41.8898721Z,0.2,86.9,21.4,35
2026-04-05T18:00:42.9018086Z,0.0,88.4,22.9,35
2026-04-05T18:00:43.9192599Z,2.9,89.7,24.1,35
2026-04-05T18:00:44.9280595Z,4.5,91.4,25.8,35
2026-04-05T18:00:45.9425318Z,3.7,92.4,27.1,35
2026-04-05T18:00:46.9558034Z,0.2,93.6,28.3,35
2026-04-05T18:00:47.9642587Z,0.4,95.2,29.8,35
2026-04-05T18:00:48.9770070Z,0.6,96.5,31.1,35
2026-04-05T18:00:49.9871472Z,7.5,98.6,32.8,35
2026-04-05T18:00:50.9993332Z,0.0,99.7,33.9,35
2026-04-05T18:00:52.0111961Z,0.0,100.8,35.0,35
2026-04-05T18:00:53.0206056Z,3.9,102.8,36.5,35
2026-04-05T18:00:54.0283954Z,0.0,104.0,37.7,35
2026-04-05T18:00:55.0418680Z,0.0,106.9,39.2,35
2026-04-05T18:00:56.0520390Z,1.9,106.8,40.5,35
2026-04-05T18:00:57.0649231Z,0.4,106.9,41.8,35
2026-04-05T18:00:58.0751066Z,0.2,107.0,43.5,35
2026-04-05T18:00:59.0902852Z,2.3,107.6,44.8,35
2026-04-05T18:01:00.1018678Z,0.8,107.6,46.6,35
2026-04-05T18:01:01.1136187Z,5.4,107.9,47.9,35
2026-04-05T18:01:02.1269666Z,0.6,107.9,49.0,35
2026-04-05T18:01:03.1417507Z,0.4,107.9,50.7,35
2026-04-05T18:01:04.1507430Z,0.0,107.8,52.0,34
2026-04-05T18:01:05.1653176Z,1.0,107.4,53.4,34
2026-04-05T18:01:06.1796039Z,0.6,107.4,54.7,34
2026-04-05T18:01:07.2028956Z,1.3,107.5,55.8,34
2026-04-05T18:01:08.2109357Z,0.2,107.8,57.4,34
2026-04-05T18:01:09.2281227Z,1.3,108.0,58.5,34
2026-04-05T18:01:10.2436972Z,6.3,108.3,60.6,33
2026-04-05T18:01:11.2526166Z,1.2,108.7,61.7,33
2026-04-05T18:01:12.2579368Z,1.4,109.0,62.9,33
2026-04-05T18:01:13.2730788Z,9.0,110.2,64.4,34
2026-04-05T18:01:14.2848825Z,5.8,110.2,65.7,34
2026-04-05T18:01:15.3015950Z,1.2,110.6,67.2,34
2026-04-05T18:01:16.3202876Z,4.6,110.9,68.2,34
2026-04-05T18:01:17.3341879Z,7.9,111.1,69.5,34
2026-04-05T18:01:18.3479397Z,4.0,111.2,70.9,34
2026-04-05T18:01:19.3596433Z,0.2,111.5,72.0,34
2026-04-05T18:01:20.3686445Z,0.0,111.7,73.5,34
2026-04-05T18:01:21.3832763Z,5.6,110.7,74.6,34
2026-04-05T18:01:22.3921076Z,0.6,110.7,75.8,34
2026-04-05T18:01:23.4012599Z,0.2,111.0,77.2,33
2026-04-05T18:01:24.4148057Z,0.0,112.7,78.6,34
2026-04-05T18:01:25.4277384Z,4.2,112.8,80.2,34
2026-04-05T18:01:26.4433681Z,2.9,112.8,81.3,34
2026-04-05T18:01:27.4518555Z,0.0,112.8,81.7,34
