Timestamp,FusionMs,FusedTrackCount
2026-04-05T19:17:47.8207685Z,2.327,0
2026-04-05T19:17:47.8263195Z,0.038,0
2026-04-05T19:17:47.8266062Z,0.013,0
2026-04-05T19:17:47.8281756Z,0.106,0
2026-04-05T19:17:47.8433143Z,0.259,0
2026-04-05T19:17:47.8445220Z,0.064,0
2026-04-05T19:17:47.8554684Z,10.648,0
2026-04-05T19:17:47.8566003Z,0.686,0
2026-04-05T19:17:47.8572457Z,0.343,0
2026-04-05T19:17:47.8688753Z,9.547,1
2026-04-05T19:17:47.8708258Z,1.648,1
2026-04-05T19:17:47.8719258Z,0.764,1
2026-04-05T19:17:47.8734926Z,0.013,1
2026-04-05T19:17:47.8744663Z,0.017,1
2026-04-05T19:17:47.8745903Z,0.017,1
2026-04-05T19:17:47.8755381Z,0.015,1
2026-04-05T19:17:47.8755972Z,0.007,1
2026-04-05T19:17:47.8756487Z,0.007,1
2026-04-05T19:17:47.8820571Z,0.038,1
2026-04-05T19:17:47.8821545Z,0.010,1
2026-04-05T19:17:47.8822062Z,0.006,1
2026-04-05T19:17:47.8823454Z,0.036,1
2026-04-05T19:17:47.8825706Z,0.017,1
2026-04-05T19:17:47.8826605Z,0.008,1
2026-04-05T19:17:47.8829512Z,0.016,1
2026-04-05T19:17:47.8831184Z,0.046,1
2026-04-05T19:17:47.8841572Z,0.064,1
2026-04-05T19:17:47.8867626Z,0.015,1
2026-04-05T19:17:47.8868066Z,0.004,1
2026-04-05T19:17:47.8868375Z,0.007,1
2026-04-05T19:17:47.8868897Z,0.029,1
2026-04-05T19:17:47.8869191Z,0.004,1
2026-04-05T19:17:47.8869859Z,0.004,1
2026-04-05T19:17:47.8870609Z,0.005,1
2026-04-05T19:17:47.8870973Z,0.004,1
2026-04-05T19:17:47.8871258Z,0.004,1
2026-04-05T19:17:47.8871555Z,0.004,1
2026-04-05T19:17:47.8871853Z,0.003,1
2026-04-05T19:17:47.8874887Z,0.021,1
2026-04-05T19:17:47.8883016Z,0.035,1
2026-04-05T19:17:47.8884717Z,0.009,1
2026-04-05T19:17:47.8886265Z,0.016,1
2026-04-05T19:17:47.8886834Z,0.006,1
2026-04-05T19:17:47.8887439Z,0.006,1
2026-04-05T19:17:47.8888104Z,0.006,1
2026-04-05T19:17:47.8889244Z,0.008,1
2026-04-05T19:17:47.8890207Z,0.007,1
2026-04-05T19:17:47.8893223Z,0.010,1
2026-04-05T19:17:47.8894017Z,0.007,1
2026-04-05T19:17:47.8894697Z,0.012,1
2026-04-05T19:17:47.8895236Z,0.011,1
2026-04-05T19:17:47.8896440Z,0.009,1
2026-04-05T19:17:47.8896934Z,0.006,1
2026-04-05T19:17:47.8898760Z,0.007,1
2026-04-05T19:17:47.8899273Z,0.006,1
2026-04-05T19:17:47.8899780Z,0.006,1
2026-04-05T19:17:47.8900857Z,0.007,1
2026-04-05T19:17:47.8901817Z,0.006,1
2026-04-05T19:17:47.8902299Z,0.006,1
2026-04-05T19:17:47.8902742Z,0.009,1
2026-04-05T19:17:47.8903645Z,0.016,1
