Timestamp,Gen0Collections,Gen1Collections,Gen2Collections,SuspectedPauseMs
2026-04-05T18:17:32.3466960Z,0,0,0,6.01
2026-04-05T18:17:32.3757368Z,0,0,0,5.45
2026-04-05T18:17:32.3916493Z,0,0,0,5.78
2026-04-05T18:17:32.4070034Z,0,0,0,5.26
2026-04-05T18:17:32.4227446Z,0,0,0,5.56
2026-04-05T18:17:32.4387805Z,0,0,0,5.86
2026-04-05T18:17:32.4541419Z,0,0,0,5.08
2026-04-05T18:17:32.4848972Z,0,0,0,5.60
2026-04-05T18:17:32.5004033Z,0,0,0,5.33
2026-04-05T18:17:32.5161192Z,0,0,0,5.41
2026-04-05T18:17:32.5317370Z,0,0,0,5.43
2026-04-05T18:17:32.5469607Z,0,0,0,5.05
2026-04-05T18:17:32.5633481Z,0,0,0,6.14
2026-04-05T18:17:32.5944903Z,0,0,0,5.83
2026-04-05T18:17:32.6100290Z,0,0,0,5.40
2026-04-05T18:17:32.6259348Z,0,0,0,5.77
2026-04-05T18:17:32.6419964Z,0,0,0,5.82
2026-04-05T18:17:32.6576992Z,0,0,0,5.57
2026-04-05T18:17:32.6730474Z,0,0,0,5.18
2026-04-05T18:17:32.6891252Z,0,0,0,5.94
2026-04-05T18:17:32.7051892Z,0,0,0,5.94
2026-04-05T18:17:32.7354865Z,0,0,0,5.65
2026-04-05T18:17:32.7515294Z,0,0,0,5.90
2026-04-05T18:17:32.7820078Z,0,0,0,5.39
2026-04-05T18:17:32.7979344Z,0,0,0,5.79
2026-04-05T18:17:32.8137940Z,0,0,0,5.69
2026-04-05T18:17:32.8291693Z,0,0,0,5.03
2026-04-05T18:17:32.8446558Z,0,0,0,5.34
2026-04-05T18:17:32.8603547Z,0,0,0,5.53
2026-04-05T18:17:32.8756813Z,0,0,0,5.13
2026-04-05T18:17:32.8917302Z,0,0,0,5.68
2026-04-05T18:17:32.9070853Z,0,0,0,5.22
2026-04-05T18:17:32.9231478Z,0,0,0,5.91
2026-04-05T18:17:32.9391309Z,0,0,0,5.86
2026-04-05T18:17:32.9545585Z,0,0,0,5.28
2026-04-05T18:17:32.9704846Z,0,0,0,5.75
2026-04-05T18:17:32.9861868Z,0,0,0,5.55
2026-04-05T18:17:33.0018234Z,0,0,0,5.45
2026-04-05T18:17:33.0174472Z,0,0,0,5.49
2026-04-05T18:17:33.0329079Z,0,0,0,5.30
2026-04-05T18:17:33.0483735Z,0,0,0,5.34
2026-04-05T18:17:33.0637935Z,0,0,0,5.29
2026-04-05T18:17:33.0796020Z,0,0,0,5.67
2026-04-05T18:17:33.0949638Z,0,0,0,5.23
2026-04-05T18:17:33.1108325Z,0,0,0,5.73
2026-04-05T18:17:33.1264181Z,0,0,0,5.44
2026-04-05T18:17:33.1424860Z,0,0,0,5.79
2026-04-05T18:17:33.1582593Z,0,0,0,5.63
2026-04-05T18:17:33.1742588Z,0,0,0,5.86
2026-04-05T18:17:33.1896839Z,0,0,0,5.31
2026-04-05T18:17:33.2056258Z,0,0,0,5.74
2026-04-05T18:17:33.2216300Z,0,0,0,5.88
2026-04-05T18:17:33.2522184Z,0,0,0,5.56
2026-04-05T18:17:33.2833483Z,0,0,0,6.12
2026-04-05T18:17:33.2993236Z,0,0,0,5.84
2026-04-05T18:17:33.3154524Z,0,0,0,6.00
2026-04-05T18:17:33.3306765Z,0,0,0,5.06
2026-04-05T18:17:33.3616754Z,0,0,0,6.05
2026-04-05T18:17:33.3769844Z,0,0,0,5.19
2026-04-05T18:17:33.3930507Z,0,0,0,5.95
2026-04-05T18:17:33.4086771Z,0,0,0,5.30
2026-04-05T18:17:33.4245887Z,0,0,0,5.77
2026-04-05T18:17:33.4404216Z,0,0,0,5.69
2026-04-05T18:17:33.4560160Z,0,0,0,5.46
2026-04-05T18:17:33.4713669Z,0,0,0,5.23
2026-04-05T18:17:33.4867219Z,0,0,0,5.18
2026-04-05T18:17:33.5020232Z,0,0,0,5.17
2026-04-05T18:17:33.5173309Z,0,0,0,5.16
2026-04-05T18:17:33.5325640Z,0,0,0,5.10
2026-04-05T18:17:33.5480930Z,0,0,0,5.39
2026-04-05T18:17:33.5635128Z,0,0,0,5.21
2026-04-05T18:17:33.5795245Z,0,0,0,5.75
2026-04-05T18:17:33.5956514Z,0,0,0,5.93
2026-04-05T18:17:33.6111115Z,0,0,0,5.19
2026-04-05T18:17:33.6265613Z,0,0,0,5.32
2026-04-05T18:17:33.6419361Z,0,0,0,5.27
2026-04-05T18:17:33.6571606Z,0,0,0,5.04
2026-04-05T18:17:33.6726815Z,0,0,0,5.40
2026-04-05T18:17:33.6882893Z,0,0,0,5.42
2026-04-05T18:17:33.7037754Z,0,0,0,5.27
2026-04-05T18:17:33.7348244Z,0,0,0,5.34
2026-04-05T18:17:33.7507554Z,0,0,0,5.71
2026-04-05T18:17:33.7664543Z,0,0,0,5.49
2026-04-05T18:17:33.7822057Z,0,0,0,5.53
2026-04-05T18:17:33.8135219Z,0,0,0,6.18
2026-04-05T18:17:33.8443056Z,0,0,0,5.58
2026-04-05T18:17:33.8603232Z,0,0,0,5.68
2026-04-05T18:17:33.8758198Z,0,0,0,5.00
2026-04-05T18:17:33.8914448Z,0,0,0,5.51
2026-04-05T18:17:33.9215384Z,0,0,0,5.60
2026-04-05T18:17:33.9372309Z,0,0,0,5.57
2026-04-05T18:17:33.9531588Z,0,0,0,5.80
2026-04-05T18:17:33.9691412Z,0,0,0,5.86
2026-04-05T18:17:33.9845542Z,0,0,0,5.24
2026-04-05T18:17:33.9997610Z,0,0,0,5.06
2026-04-05T18:17:34.0160363Z,0,0,0,6.11
2026-04-05T18:17:34.0320186Z,0,0,0,5.84
2026-04-05T18:17:34.0479232Z,0,0,0,5.67
2026-04-05T18:17:34.0637715Z,0,0,0,5.71
2026-04-05T18:17:34.0954728Z,0,0,0,6.40
2026-04-05T18:17:34.1108617Z,0,0,0,5.26
2026-04-05T18:17:34.1273382Z,0,0,0,6.36
2026-04-05T18:17:34.1427840Z,0,0,0,5.35
2026-04-05T18:17:34.1580692Z,0,0,0,5.11
2026-04-05T18:17:34.1890265Z,0,0,0,5.84
2026-04-05T18:17:34.2049811Z,0,0,0,5.78
2026-04-05T18:17:34.2352021Z,0,0,0,5.25
2026-04-05T18:17:34.2510060Z,0,0,0,5.67
2026-04-05T18:17:34.2666822Z,0,0,0,5.52
2026-04-05T18:17:34.2822857Z,0,0,0,5.42
2026-04-05T18:17:34.2975098Z,0,0,0,5.10
2026-04-05T18:17:34.3134616Z,0,0,0,5.86
2026-04-05T18:17:34.3439472Z,0,0,0,5.37
2026-04-05T18:17:34.3601399Z,0,0,0,6.09
2026-04-05T18:17:34.3755968Z,0,0,0,5.37
2026-04-05T18:17:34.3912100Z,0,0,0,5.47
2026-04-05T18:17:34.4066113Z,0,0,0,5.30
2026-04-05T18:17:34.4219357Z,0,0,0,5.22
2026-04-05T18:17:34.4526349Z,0,0,0,5.62
2026-04-05T18:17:34.4681090Z,0,0,0,5.36
2026-04-05T18:17:34.4835221Z,0,0,0,5.32
2026-04-05T18:17:34.5147869Z,0,0,0,6.18
2026-04-05T18:17:34.5304203Z,0,0,0,5.54
