Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T18:10:24.0749329Z,3.6,68.3,3.1,35
2026-04-05T18:10:25.0889331Z,1.2,70.3,4.0,35
2026-04-05T18:10:26.1014740Z,7.5,72.6,4.4,35
2026-04-05T18:10:27.1153617Z,12.3,75.0,5.4,35
2026-04-05T18:10:28.1321314Z,3.6,75.7,5.8,35
2026-04-05T18:10:29.1477518Z,5.6,76.1,6.1,35
2026-04-05T18:10:30.1628377Z,5.8,77.0,7.1,35
2026-04-05T18:10:31.1776995Z,1.5,74.2,7.4,35
2026-04-05T18:10:32.1897886Z,2.1,75.0,8.2,35
2026-04-05T18:10:33.2006438Z,0.0,75.4,8.6,35
2026-04-05T18:10:34.2124302Z,0.6,75.9,8.9,35
2026-04-05T18:10:35.2327638Z,0.6,74.9,9.8,35
2026-04-05T18:10:36.2432824Z,0.0,75.3,10.2,35
2026-04-05T18:10:37.2533535Z,3.5,76.1,10.9,35
2026-04-05T18:10:38.2658644Z,0.0,76.5,11.3,35
2026-04-05T18:10:39.2819089Z,0.0,76.9,11.7,35
2026-04-05T18:10:40.2922483Z,0.4,78.4,12.6,35
2026-04-05T18:10:41.3102912Z,0.0,78.8,13.1,35
2026-04-05T18:10:42.3224401Z,0.8,79.7,14.1,35
2026-04-05T18:10:43.3348882Z,1.2,80.1,14.4,35
2026-04-05T18:10:44.3447942Z,1.0,80.4,14.8,35
2026-04-05T18:10:45.3566434Z,1.0,81.3,15.5,35
2026-04-05T18:10:46.3750618Z,0.0,81.7,15.9,35
2026-04-05T18:10:47.3860642Z,0.4,82.2,16.6,35
2026-04-05T18:10:48.4009527Z,0.0,82.5,17.0,35
2026-04-05T18:10:49.4128915Z,3.9,82.9,17.4,35
2026-04-05T18:10:50.4252319Z,1.2,83.6,18.1,35
2026-04-05T18:10:51.4405461Z,0.0,84.0,18.4,35
2026-04-05T18:10:52.4501946Z,0.2,84.7,19.2,35
2026-04-05T18:10:53.4656734Z,0.6,85.3,19.5,35
2026-04-05T18:10:54.4788721Z,0.2,86.1,20.2,35
2026-04-05T18:10:55.5001007Z,0.8,86.6,20.6,35
2026-04-05T18:10:56.5131086Z,0.2,86.9,21.0,35
2026-04-05T18:10:57.5294369Z,1.0,87.6,21.7,35
2026-04-05T18:10:58.5434040Z,0.0,88.0,22.1,35
2026-04-05T18:10:59.5594900Z,0.0,87.8,22.7,35
2026-04-05T18:11:00.5719883Z,0.0,88.0,23.1,35
2026-04-05T18:11:01.5858716Z,1.9,88.4,23.5,35
2026-04-05T18:11:02.6006014Z,7.1,89.1,24.2,34
2026-04-05T18:11:03.6158771Z,2.1,89.4,24.6,34
2026-04-05T18:11:04.6273474Z,0.2,90.1,25.3,34
2026-04-05T18:11:05.6393932Z,0.2,90.5,25.7,34
2026-04-05T18:11:06.6543523Z,0.0,90.8,26.1,34
2026-04-05T18:11:07.6660366Z,0.0,91.6,26.8,34
2026-04-05T18:11:08.6781119Z,1.7,91.9,27.2,34
2026-04-05T18:11:09.6868308Z,1.2,93.9,27.8,35
2026-04-05T18:11:10.7047816Z,0.0,94.3,28.3,35
2026-04-05T18:11:11.7154348Z,0.0,94.7,28.6,35
2026-04-05T18:11:12.7300192Z,0.0,95.2,29.2,34
2026-04-05T18:11:13.7460740Z,0.0,95.6,29.6,34
2026-04-05T18:11:14.7565798Z,1.4,96.4,30.3,34
2026-04-05T18:11:15.7657759Z,0.2,96.2,30.7,34
2026-04-05T18:11:16.7754547Z,0.0,96.6,31.0,34
2026-04-05T18:11:17.7864722Z,2.5,97.0,31.7,34
2026-04-05T18:11:18.8042934Z,4.2,97.4,32.0,34
2026-04-05T18:11:19.8159596Z,3.7,98.2,32.8,35
2026-04-05T18:11:20.8262994Z,0.0,98.6,33.2,35
2026-04-05T18:11:21.8389304Z,0.0,98.8,33.4,35
