Timestamp,DispatchMs
2026-04-05T18:22:12.3957806Z,0.489
2026-04-05T18:22:12.4093224Z,0.031
2026-04-05T18:22:12.4096632Z,0.004
2026-04-05T18:22:12.4107291Z,0.004
2026-04-05T18:22:12.4109520Z,0.002
2026-04-05T18:22:12.4421163Z,0.007
2026-04-05T18:22:12.4679827Z,0.002
2026-04-05T18:22:12.4973775Z,0.002
2026-04-05T18:22:12.5281861Z,0.001
2026-04-05T18:22:12.5284631Z,0.004
2026-04-05T18:22:12.5595558Z,0.002
2026-04-05T18:22:12.5908903Z,0.008
2026-04-05T18:22:12.6226159Z,0.002
2026-04-05T18:22:12.6228149Z,0.002
2026-04-05T18:22:12.6529824Z,0.001
2026-04-05T18:22:12.6531509Z,0.002
2026-04-05T18:22:12.6838085Z,0.006
2026-04-05T18:22:12.6840688Z,0.004
2026-04-05T18:22:12.7150290Z,0.001
2026-04-05T18:22:12.7520025Z,0.008
2026-04-05T18:22:12.7778111Z,0.002
2026-04-05T18:22:12.8085717Z,0.009
2026-04-05T18:22:12.8392030Z,0.018
2026-04-05T18:22:12.8713972Z,0.002
2026-04-05T18:22:12.8721477Z,0.008
2026-04-05T18:22:12.9028367Z,0.002
2026-04-05T18:22:12.9343575Z,0.002
2026-04-05T18:22:12.9345549Z,0.004
2026-04-05T18:22:12.9653380Z,0.001
2026-04-05T18:22:12.9661079Z,0.009
2026-04-05T18:22:12.9958333Z,0.002
2026-04-05T18:22:13.0269012Z,0.002
2026-04-05T18:22:13.0584950Z,0.007
2026-04-05T18:22:13.0901370Z,0.007
2026-04-05T18:22:13.1206082Z,0.009
2026-04-05T18:22:13.1208138Z,0.006
2026-04-05T18:22:13.1518128Z,0.002
2026-04-05T18:22:13.1831758Z,0.002
2026-04-05T18:22:13.1833158Z,0.001
2026-04-05T18:22:13.2145634Z,0.001
2026-04-05T18:22:13.2464183Z,0.002
2026-04-05T18:22:13.2551155Z,0.008
2026-04-05T18:22:13.2552681Z,0.001
2026-04-05T18:22:13.2553150Z,0.001
2026-04-05T18:22:13.2553522Z,0.001
2026-04-05T18:22:13.2560748Z,0.002
2026-04-05T18:22:13.2567619Z,0.002
2026-04-05T18:22:13.2574349Z,0.004
2026-04-05T18:22:13.2575739Z,0.002
2026-04-05T18:22:13.2576145Z,0.001
2026-04-05T18:22:13.2576532Z,0.001
2026-04-05T18:22:13.2635596Z,0.011
2026-04-05T18:22:13.2637082Z,0.003
2026-04-05T18:22:13.2637836Z,0.002
2026-04-05T18:22:13.2638733Z,0.002
2026-04-05T18:22:13.2639276Z,0.001
2026-04-05T18:22:13.2639591Z,0.001
2026-04-05T18:22:13.2642115Z,0.004
2026-04-05T18:22:13.2643268Z,0.002
2026-04-05T18:22:13.2646634Z,0.006
2026-04-05T18:22:13.2648122Z,0.002
2026-04-05T18:22:13.2649074Z,0.009
2026-04-05T18:22:13.2649430Z,0.001
2026-04-05T18:22:13.2649767Z,0.001
2026-04-05T18:22:13.2650427Z,0.002
2026-04-05T18:22:13.2652556Z,0.018
2026-04-05T18:22:13.2654038Z,0.003
2026-04-05T18:22:13.2654828Z,0.002
2026-04-05T18:22:13.2656348Z,0.003
2026-04-05T18:22:13.2656825Z,0.001
2026-04-05T18:22:13.2657326Z,0.001
2026-04-05T18:22:13.2657591Z,0.001
2026-04-05T18:22:13.2657899Z,0.001
2026-04-05T18:22:13.2765957Z,0.009
2026-04-05T18:22:13.2774256Z,0.007
2026-04-05T18:22:13.3076786Z,0.006
2026-04-05T18:22:13.3084834Z,0.008
2026-04-05T18:22:13.3397446Z,0.007
2026-04-05T18:22:13.3398846Z,0.001
2026-04-05T18:22:13.3708360Z,0.009
2026-04-05T18:22:13.3718167Z,0.009
2026-04-05T18:22:13.4021843Z,0.009
2026-04-05T18:22:13.4029141Z,0.009
2026-04-05T18:22:13.4331533Z,0.001
2026-04-05T18:22:13.4332977Z,0.002
2026-04-05T18:22:13.4333058Z,0.000
2026-04-05T18:22:13.4333122Z,0.000
2026-04-05T18:22:13.4333185Z,0.000
2026-04-05T18:22:13.4333244Z,0.000
2026-04-05T18:22:13.4333305Z,0.000
2026-04-05T18:22:13.4333361Z,0.000
2026-04-05T18:22:13.4333416Z,0.000
2026-04-05T18:22:13.4333471Z,0.000
2026-04-05T18:22:13.4333559Z,0.001
2026-04-05T18:22:13.4333615Z,0.000
2026-04-05T18:22:13.4333671Z,0.000
2026-04-05T18:22:13.4333731Z,0.000
2026-04-05T18:22:13.4333787Z,0.000
2026-04-05T18:22:13.4333844Z,0.000
2026-04-05T18:22:13.4333904Z,0.001
2026-04-05T18:22:13.4333960Z,0.000
2026-04-05T18:22:13.4334020Z,0.000
2026-04-05T18:22:13.4334104Z,0.003
2026-04-05T18:22:13.4334161Z,0.000
2026-04-05T18:22:13.4334216Z,0.000
2026-04-05T18:22:13.4334274Z,0.000
2026-04-05T18:22:13.4334328Z,0.000
2026-04-05T18:22:13.4334384Z,0.000
