Timestamp,CpuPercent,WorkingSetMb,GcAllocatedMb,ThreadCount
2026-04-05T17:48:10.0011914Z,3.6,69.2,2.7,34
2026-04-05T17:48:11.0176402Z,5.2,73.8,4.6,34
2026-04-05T17:48:12.0275088Z,0.4,74.0,4.7,34
2026-04-05T17:48:13.0417254Z,0.8,75.1,5.5,34
2026-04-05T17:48:14.0551624Z,2.9,75.3,5.6,34
2026-04-05T17:48:15.0685144Z,1.0,75.5,5.7,34
2026-04-05T17:48:16.0824723Z,1.3,76.2,6.3,34
2026-04-05T17:48:17.0978616Z,0.4,76.3,6.4,34
2026-04-05T17:48:18.1108674Z,1.3,77.0,7.1,34
2026-04-05T17:48:19.1209319Z,0.2,77.1,7.2,34
2026-04-05T17:48:20.1359532Z,0.0,72.6,7.2,34
2026-04-05T17:48:21.1471045Z,1.9,74.7,7.7,34
2026-04-05T17:48:22.1597966Z,0.0,74.8,7.8,34
2026-04-05T17:48:23.1727938Z,0.4,75.4,8.3,34
2026-04-05T17:48:24.1855416Z,0.0,75.5,8.4,34
2026-04-05T17:48:25.1934299Z,1.9,75.6,8.4,34
2026-04-05T17:48:26.2069121Z,0.8,76.3,9.0,34
2026-04-05T17:48:27.2211305Z,0.2,76.3,9.0,34
2026-04-05T17:48:28.2410549Z,0.4,75.5,9.6,34
2026-04-05T17:48:29.2521658Z,0.4,75.6,9.7,34
2026-04-05T17:48:30.2713112Z,0.0,75.7,9.8,33
2026-04-05T17:48:31.2861819Z,0.4,76.3,10.2,33
2026-04-05T17:48:32.3067219Z,1.0,76.4,10.3,33
2026-04-05T17:48:33.3186087Z,1.5,77.0,10.9,34
2026-04-05T17:48:34.3305652Z,0.0,77.1,11.0,34
2026-04-05T17:48:35.3417185Z,0.0,77.2,11.0,34
2026-04-05T17:48:36.3518430Z,0.4,77.0,11.7,34
2026-04-05T17:48:37.3645596Z,1.4,77.1,11.8,34
2026-04-05T17:48:38.3773276Z,0.6,77.6,12.2,34
2026-04-05T17:48:39.4000677Z,0.6,77.8,12.3,34
2026-04-05T17:48:40.4121035Z,2.3,77.9,12.4,34
2026-04-05T17:48:41.4219549Z,1.0,79.6,13.0,34
2026-04-05T17:48:42.4369868Z,0.2,79.7,13.1,34
2026-04-05T17:48:43.4577560Z,1.5,80.3,13.5,34
2026-04-05T17:48:44.4699900Z,0.0,80.4,13.6,34
2026-04-05T17:48:45.4829359Z,0.0,80.5,13.8,34
2026-04-05T17:48:46.5080711Z,0.0,81.0,14.2,34
2026-04-05T17:48:47.5356440Z,0.4,81.0,14.3,34
2026-04-05T17:48:48.5535753Z,1.5,80.3,14.8,34
2026-04-05T17:48:49.5687801Z,2.3,80.2,14.8,34
2026-04-05T17:48:50.5821802Z,0.4,80.7,15.2,34
2026-04-05T17:48:51.5906157Z,0.8,80.9,15.3,34
2026-04-05T17:48:52.6022679Z,1.7,80.9,15.4,34
2026-04-05T17:48:53.6155368Z,2.7,81.4,15.9,33
2026-04-05T17:48:54.6281619Z,0.0,81.5,16.0,33
2026-04-05T17:48:55.6381141Z,0.6,84.3,16.6,33
2026-04-05T17:48:56.6438729Z,0.8,84.3,16.7,33
2026-04-05T17:48:57.6663939Z,0.0,84.4,16.8,33
2026-04-05T17:48:58.6737018Z,1.0,84.9,17.3,33
2026-04-05T17:48:59.6808601Z,0.0,85.0,17.3,33
2026-04-05T17:49:00.6946847Z,0.8,83.2,17.6,33
2026-04-05T17:49:01.7056472Z,0.0,83.2,17.7,33
2026-04-05T17:49:02.7231777Z,0.6,83.9,17.8,33
2026-04-05T17:49:03.7401591Z,0.2,84.1,18.2,33
2026-04-05T17:49:04.7556317Z,0.0,84.2,18.3,33
2026-04-05T17:49:05.7659851Z,0.0,84.7,18.7,33
2026-04-05T17:49:06.7769965Z,0.0,84.7,18.8,33
2026-04-05T17:49:07.7895932Z,0.0,84.8,18.9,33
2026-04-05T17:49:08.8053481Z,4.6,85.3,19.3,30
2026-04-05T17:49:09.8242823Z,1.7,85.5,19.4,30
2026-04-05T17:49:10.8655067Z,0.8,85.9,19.9,30
2026-04-05T17:49:11.8839453Z,0.2,86.2,19.9,30
